Neighborhood,Overall Qual,Year Built,Garage Area,TotalFullBath,Exter Qual,Kitchen Qual,Gr Liv Area,Foundation,Total Bsmt SF,Total Bath,Overall,Exter,Surface_sup,Renovation,Surface_sup_ext,Bsmt,Saleprice_m2_quartier,1st Flr SF,Full Bath,SalePrice,Garage,Renovation,Saleprice_med_quartier,Saleprice_mean_quartier
NWAmes,6,1967,535.0,3,6,TA,1829,CBlock,1829.0,3.0,12,12,2364.0,55,0,14.0,114.91,1829,2,218500,12.0,55,181000.0,188407
NWAmes,6,1993,660.0,3,6,Gd,2495,PConc,1280.0,3.5,11,12,1940.0,29,0,18.0,114.91,1280,2,243500,12.0,29,181000.0,188407
NWAmes,6,1977,480.0,3,6,Gd,1610,PConc,1610.0,3.0,13,12,2090.0,21,0,16.0,114.91,1610,2,205000,12.0,21,181000.0,188407
NWAmes,6,1978,678.0,3,6,TA,1891,PConc,1224.0,3.5,11,12,1902.0,44,0,18.0,114.91,1287,3,212500,12.0,44,181000.0,188407
NWAmes,7,1988,496.0,2,6,TA,1714,CBlock,980.0,2.5,12,12,1476.0,34,156,16.0,114.91,980,2,196500,12.0,34,181000.0,188407
NWAmes,6,1972,676.0,2,6,Gd,1381,CBlock,1161.0,2.5,13,12,1837.0,16,0,14.0,114.91,1381,1,197500,12.0,16,181000.0,188407
NWAmes,6,1971,441.0,1,6,TA,1645,CBlock,715.0,2.0,12,12,1156.0,51,0,14.0,114.91,930,1,171000,12.0,51,181000.0,188407
NWAmes,6,1963,528.0,2,6,TA,1328,CBlock,1328.0,2.5,11,12,1856.0,59,0,14.0,114.91,1328,1,143000,12.0,59,181000.0,188407
NWAmes,7,1980,484.0,3,8,Ex,2353,CBlock,845.0,3.5,14,14,1329.0,42,0,16.0,114.91,1153,2,260000,12.0,42,181000.0,188407
NWAmes,6,1979,435.0,2,6,TA,1586,CBlock,1362.0,2.0,11,14,1797.0,24,0,14.0,114.91,1586,2,181000,12.0,24,181000.0,188407
NWAmes,7,1977,544.0,2,6,TA,1411,CBlock,1386.0,2.0,12,14,1930.0,45,0,14.0,114.91,1411,2,82500,12.0,45,181000.0,188407
NWAmes,6,1977,529.0,2,8,Gd,1602,CBlock,1602.0,2.5,13,14,2131.0,22,0,16.0,114.91,1602,2,215000,12.0,22,181000.0,188407
NWAmes,7,1978,529.0,2,6,Gd,2050,CBlock,832.0,2.5,13,12,1361.0,44,0,16.0,114.91,1154,2,154000,12.0,44,181000.0,188407
NWAmes,6,1978,484.0,2,6,TA,1671,PConc,1427.0,2.0,12,12,1911.0,36,0,14.0,114.91,1671,2,200000,12.0,36,181000.0,188407
NWAmes,7,1980,441.0,2,6,Gd,2673,CBlock,1043.0,2.5,14,12,1484.0,31,0,16.0,114.91,1539,2,249000,12.0,31,181000.0,188407
NWAmes,7,1980,588.0,3,6,TA,1472,CBlock,1372.0,3.0,12,12,1960.0,42,0,20.0,114.91,1472,2,187500,12.0,42,181000.0,188407
NWAmes,6,1978,479.0,2,6,TA,1707,PConc,1140.0,2.0,11,12,1619.0,24,0,14.0,114.91,1707,2,184000,12.0,24,181000.0,188407
NWAmes,8,1981,542.0,3,8,Gd,2524,PConc,2524.0,3.5,13,14,3066.0,41,0,16.0,114.91,2524,2,278000,12.0,41,181000.0,188407
NWAmes,7,1978,478.0,2,6,TA,1601,CBlock,1271.0,2.0,12,12,1749.0,44,0,16.0,114.91,1601,2,157000,12.0,44,181000.0,188407
NWAmes,7,1976,479.0,2,6,TA,1370,CBlock,1090.0,2.0,12,12,1569.0,46,0,16.0,114.91,1370,2,152000,12.0,46,181000.0,188407
NWAmes,5,1976,484.0,3,6,Gd,1868,CBlock,780.0,3.5,12,14,1264.0,46,0,14.0,114.91,1088,2,197500,12.0,46,181000.0,188407
NWAmes,5,1975,478.0,3,6,TA,1621,CBlock,1621.0,3.0,12,12,2099.0,47,490,20.0,114.91,1621,2,213000,12.0,47,181000.0,188407
NWAmes,6,1974,528.0,3,6,TA,1116,CBlock,1116.0,3.0,12,12,1644.0,48,0,14.0,114.91,1116,2,167900,12.0,48,181000.0,188407
NWAmes,7,1975,506.0,2,6,TA,1193,CBlock,1176.0,2.0,12,12,1682.0,47,0,14.0,114.91,1193,2,158000,12.0,47,181000.0,188407
NWAmes,6,1974,478.0,2,6,TA,1350,CBlock,1064.0,2.0,11,12,1542.0,48,0,16.0,114.91,1350,2,165000,12.0,48,181000.0,188407
NWAmes,6,1972,583.0,2,6,TA,2119,CBlock,689.0,2.5,12,12,1272.0,50,0,14.0,114.91,1378,2,158000,12.0,50,181000.0,188407
NWAmes,6,1968,441.0,1,6,TA,1556,CBlock,727.0,1.5,12,12,1168.0,54,0,14.0,114.91,829,1,154000,12.0,54,181000.0,188407
NWAmes,6,1970,615.0,2,6,TA,1442,CBlock,1442.0,2.0,12,12,2057.0,52,0,14.0,114.91,1442,2,185000,12.0,52,181000.0,188407
NWAmes,6,1968,462.0,2,6,Gd,1489,CBlock,1489.0,2.0,13,12,1951.0,54,0,14.0,114.91,1489,2,185750,12.0,54,181000.0,188407
NWAmes,7,1973,484.0,3,6,TA,2090,CBlock,1107.0,3.5,13,12,1591.0,49,228,18.0,114.91,1107,2,200000,12.0,49,181000.0,188407
NWAmes,7,1974,784.0,2,6,Gd,2067,CBlock,752.0,2.5,13,12,1536.0,48,0,16.0,114.91,1285,2,206000,12.0,48,181000.0,188407
NWAmes,6,1972,497.0,1,6,TA,1395,CBlock,723.0,2.0,12,12,1220.0,50,0,16.0,114.91,735,1,162000,12.0,50,181000.0,188407
NWAmes,6,1967,515.0,2,6,Gd,2640,PConc,932.0,2.5,13,12,1447.0,25,168,14.0,114.91,1271,2,256900,12.0,25,181000.0,188407
NWAmes,6,1967,480.0,2,6,TA,1724,CBlock,1680.0,2.5,11,12,2160.0,46,0,20.0,114.91,1724,1,197900,12.0,46,181000.0,188407
NWAmes,5,1969,502.0,2,6,TA,1336,CBlock,1288.0,2.5,10,12,1790.0,53,0,18.0,114.91,1336,2,163000,12.0,53,181000.0,188407
NWAmes,6,1969,336.0,2,6,TA,1216,CBlock,1216.0,2.0,11,12,1552.0,53,0,18.0,114.91,1216,1,113000,12.0,53,181000.0,188407
NWAmes,7,1977,520.0,1,6,Gd,2288,PConc,908.0,2.0,14,14,1428.0,30,156,16.0,114.91,1316,1,230000,12.0,30,181000.0,188407
NWAmes,6,1977,630.0,2,6,TA,1334,CBlock,1350.0,2.5,11,12,1980.0,45,0,16.0,114.91,1334,2,167900,12.0,45,181000.0,188407
NWAmes,7,1998,583.0,3,8,Gd,1680,PConc,1650.0,3.0,12,14,2233.0,23,0,18.0,114.91,1680,2,213250,12.0,23,181000.0,188407
NWAmes,8,2001,528.0,3,8,Gd,1665,PConc,810.0,3.5,14,14,1338.0,21,0,16.0,114.91,810,2,227000,12.0,21,181000.0,188407
NWAmes,7,1974,498.0,2,6,TA,2061,CBlock,1165.0,3.0,12,12,1663.0,48,196,14.0,114.91,1165,2,168500,12.0,48,181000.0,188407
NWAmes,6,1971,495.0,2,6,TA,1320,CBlock,1232.0,2.5,11,12,1727.0,51,0,20.0,114.91,1320,2,172500,12.0,51,181000.0,188407
NWAmes,6,1967,457.0,2,6,TA,1342,CBlock,1372.0,2.0,11,12,1829.0,55,197,14.0,114.91,1342,2,161500,12.0,55,181000.0,188407
NWAmes,7,1986,542.0,2,6,TA,2093,CBlock,791.0,2.5,13,14,1333.0,31,0,16.0,114.91,1236,2,215000,12.0,31,181000.0,188407
NWAmes,7,1988,528.0,3,8,Ex,1688,CBlock,1675.0,3.0,13,14,2203.0,34,141,20.0,114.91,1688,2,226500,12.0,34,181000.0,188407
NWAmes,6,1981,576.0,2,6,Gd,1422,CBlock,1422.0,2.0,12,14,1998.0,41,0,16.0,114.91,1422,2,175500,12.0,41,181000.0,188407
NWAmes,7,1983,598.0,3,8,TA,1260,CBlock,1260.0,3.0,14,14,1858.0,39,0,18.0,114.91,1260,2,181900,12.0,39,181000.0,188407
NWAmes,7,1978,550.0,3,8,Gd,2064,CBlock,2048.0,3.0,12,16,2598.0,44,0,16.0,114.91,2064,2,235000,12.0,44,181000.0,188407
NWAmes,7,1979,551.0,2,8,Gd,1782,CBlock,1782.0,2.5,12,14,2333.0,43,0,14.0,114.91,1782,2,220000,12.0,43,181000.0,188407
NWAmes,6,1977,619.0,3,6,TA,2872,CBlock,1330.0,3.5,13,14,1949.0,27,0,18.0,114.91,1542,2,272000,12.0,27,181000.0,188407
NWAmes,6,1976,461.0,3,6,Gd,1211,PConc,1211.0,3.0,11,12,1672.0,46,0,16.0,114.91,1211,2,161000,12.0,46,181000.0,188407
NWAmes,5,1977,540.0,2,6,Ex,1126,PConc,1126.0,2.5,11,12,1666.0,45,0,20.0,114.91,1126,2,175000,12.0,45,181000.0,188407
NWAmes,7,1980,489.0,2,6,TA,2044,CBlock,738.0,2.5,13,12,1227.0,34,0,18.0,114.91,1277,2,185000,12.0,34,181000.0,188407
NWAmes,5,1969,484.0,1,6,TA,1308,CBlock,720.0,1.5,11,12,1204.0,53,0,12.0,114.91,720,1,146900,12.0,53,181000.0,188407
NWAmes,7,1978,1314.0,2,8,Gd,2840,PConc,1420.0,3.0,14,14,2734.0,44,208,16.0,114.91,1420,2,292500,14.0,44,181000.0,188407
NWAmes,6,1976,478.0,2,6,TA,1523,CBlock,1193.0,2.5,11,12,1671.0,46,189,16.0,114.91,1523,2,180000,12.0,46,181000.0,188407
NWAmes,6,1976,473.0,2,6,TA,1444,CBlock,1444.0,2.0,11,12,1917.0,46,0,14.0,114.91,1444,2,159900,12.0,46,181000.0,188407
NWAmes,7,1976,483.0,2,6,TA,1964,CBlock,803.0,2.5,13,12,1286.0,46,0,14.0,114.91,1098,2,205000,12.0,46,181000.0,188407
NWAmes,5,1973,439.0,1,6,Gd,1178,CBlock,1176.0,2.0,11,12,1615.0,22,0,16.0,114.91,1178,1,157000,12.0,22,181000.0,188407
NWAmes,8,1996,787.0,3,8,Gd,2340,PConc,1236.0,3.5,13,14,2023.0,26,218,16.0,114.91,1236,2,306000,12.0,26,181000.0,188407
NWAmes,7,1970,530.0,2,6,TA,1682,PConc,1304.0,2.0,13,12,1834.0,52,0,14.0,114.91,1682,2,174000,12.0,52,181000.0,188407
NWAmes,6,1969,516.0,2,6,TA,1427,CBlock,1427.0,2.5,12,12,1943.0,53,216,18.0,114.91,1427,2,183000,12.0,53,181000.0,188407
NWAmes,6,1968,512.0,1,6,TA,1740,CBlock,1740.0,1.5,11,12,2252.0,54,192,14.0,114.91,1740,1,150000,12.0,54,181000.0,188407
NWAmes,6,1971,528.0,2,8,Gd,1258,CBlock,1258.0,2.5,13,16,1786.0,18,0,14.0,114.91,1258,2,145000,12.0,18,181000.0,188407
NWAmes,7,1967,578.0,2,6,Gd,1620,CBlock,1620.0,2.0,14,12,2198.0,55,192,14.0,114.91,1620,2,215000,12.0,55,181000.0,188407
NWAmes,5,1965,484.0,2,6,TA,1625,CBlock,1625.0,2.0,11,12,2109.0,57,0,14.0,114.91,1625,2,140500,12.0,57,181000.0,188407
NWAmes,6,1974,624.0,2,6,TA,2614,CBlock,1522.0,2.5,13,12,2146.0,25,0,14.0,114.91,1548,2,240000,12.0,25,181000.0,188407
NWAmes,5,1973,506.0,2,6,TA,1656,CBlock,1656.0,2.0,10,12,2162.0,49,0,14.0,114.91,1656,2,135000,12.0,49,181000.0,188407
NWAmes,7,1971,464.0,1,6,TA,1670,CBlock,825.0,1.5,13,12,1289.0,51,0,18.0,114.91,845,1,170000,12.0,51,181000.0,188407
NWAmes,8,1976,831.0,3,10,Gd,2715,CBlock,1142.0,4.0,17,18,1973.0,26,0,16.0,114.91,1175,3,299800,12.0,26,181000.0,188407
NWAmes,6,1974,540.0,2,8,Gd,1876,CBlock,901.0,2.5,12,14,1441.0,48,0,14.0,114.91,943,2,185000,14.0,48,181000.0,188407
NWAmes,6,1966,484.0,1,6,Gd,1632,CBlock,800.0,2.0,14,12,1284.0,22,0,14.0,114.91,800,1,173000,12.0,22,181000.0,188407
NWAmes,7,1968,486.0,2,6,TA,1978,CBlock,832.0,2.5,12,12,1318.0,54,0,14.0,114.91,1098,2,176000,12.0,54,181000.0,188407
NWAmes,6,1981,467.0,2,8,Gd,1440,CBlock,1440.0,2.0,13,16,1907.0,41,99,16.0,114.91,1440,2,182900,12.0,41,181000.0,188407
NWAmes,6,1984,480.0,3,6,TA,1284,CBlock,1284.0,3.0,11,12,1764.0,38,192,16.0,114.91,1284,2,174000,12.0,38,181000.0,188407
NWAmes,6,1984,477.0,3,6,TA,1868,CBlock,585.0,3.5,13,12,1062.0,19,147,16.0,114.91,1140,3,178000,12.0,19,181000.0,188407
NWAmes,7,1981,484.0,2,8,Gd,1479,CBlock,725.0,2.5,14,14,1209.0,19,0,16.0,114.91,725,2,176000,12.0,19,181000.0,188407
NWAmes,7,1978,663.0,3,6,Gd,1664,CBlock,1529.0,3.0,13,12,2192.0,37,0,16.0,114.91,1664,2,213000,12.0,37,181000.0,188407
NWAmes,7,1979,481.0,3,6,Gd,1930,CBlock,780.0,3.5,12,12,1261.0,43,0,16.0,114.91,1085,2,192000,12.0,43,181000.0,188407
NWAmes,7,1977,534.0,2,6,TA,1969,CBlock,808.0,2.5,13,12,1342.0,45,276,16.0,114.91,1161,2,190000,12.0,45,181000.0,188407
NWAmes,6,1976,551.0,2,6,Gd,2030,CBlock,848.0,2.5,12,12,1399.0,46,0,14.0,114.91,1118,2,195000,12.0,46,181000.0,188407
NWAmes,6,1978,564.0,2,6,TA,1032,CBlock,1032.0,2.5,12,12,1596.0,44,0,20.0,114.91,1032,2,148000,12.0,44,181000.0,188407
NWAmes,6,1984,495.0,2,6,Gd,1177,CBlock,1153.0,2.0,12,12,1648.0,38,0,16.0,114.91,1177,2,151500,12.0,38,181000.0,188407
NWAmes,7,1979,550.0,2,6,TA,1725,CBlock,539.0,2.5,13,12,1089.0,43,216,14.0,114.91,1040,2,197000,12.0,43,181000.0,188407
NWAmes,6,1979,478.0,3,6,TA,1353,CBlock,1259.0,3.0,11,12,1737.0,23,0,16.0,114.91,1353,2,192350,12.0,23,181000.0,188407
NWAmes,5,1969,462.0,2,6,TA,1620,CBlock,780.0,2.5,10,12,1242.0,53,0,14.0,114.91,780,2,152000,12.0,53,181000.0,188407
NWAmes,6,1971,944.0,2,6,TA,1220,CBlock,1625.0,2.5,11,12,2569.0,51,249,16.0,114.91,1220,2,170000,12.0,51,181000.0,188407
NWAmes,5,1971,487.0,2,6,TA,1484,CBlock,1484.0,2.0,11,12,1971.0,51,180,20.0,114.91,1484,2,175000,12.0,51,181000.0,188407
NWAmes,6,1968,539.0,1,8,TA,1743,CBlock,702.0,2.5,12,14,1241.0,54,0,14.0,114.91,1041,1,175000,12.0,54,181000.0,188407
NWAmes,7,1976,550.0,2,6,TA,1935,CBlock,793.0,2.5,14,12,1343.0,46,252,16.0,114.91,1142,2,197900,12.0,46,181000.0,188407
NWAmes,7,1976,585.0,2,6,Gd,1324,CBlock,1228.0,2.5,13,12,1813.0,46,0,22.0,114.91,1324,2,174000,12.0,46,181000.0,188407
NWAmes,6,1974,488.0,3,6,TA,1877,CBlock,1084.0,3.5,12,12,1572.0,48,0,14.0,114.91,1084,2,178900,12.0,48,181000.0,188407
NWAmes,6,1968,412.0,2,6,TA,1152,CBlock,912.0,2.5,12,12,1324.0,54,0,14.0,114.91,1152,1,143450,12.0,54,181000.0,188407
NWAmes,6,1970,570.0,3,6,TA,2411,CBlock,1008.0,3.5,12,12,1578.0,52,0,14.0,114.91,1403,2,240050,12.0,52,181000.0,188407
NWAmes,6,1969,480.0,2,6,TA,1082,PConc,973.0,2.0,12,12,1453.0,53,0,20.0,114.91,1082,1,162500,12.0,53,181000.0,188407
NWAmes,6,1968,528.0,2,6,TA,1295,PConc,1295.0,2.5,11,12,1823.0,54,200,16.0,114.91,1295,1,164000,12.0,54,181000.0,188407
NWAmes,7,1972,515.0,2,6,Gd,1610,CBlock,1124.0,2.0,14,12,1639.0,35,256,14.0,114.91,1610,2,185000,12.0,35,181000.0,188407
NWAmes,7,1993,472.0,2,6,Gd,1594,PConc,1594.0,2.0,13,12,2066.0,29,0,16.0,114.91,1594,2,188500,12.0,29,181000.0,188407
NWAmes,7,1993,473.0,3,8,Gd,2075,PConc,1148.0,3.5,13,14,1621.0,29,0,16.0,114.91,1091,2,255000,12.0,29,181000.0,188407
NWAmes,5,1976,528.0,2,6,TA,1680,CBlock,1680.0,2.0,11,12,2208.0,46,0,14.0,114.91,1680,2,136905,12.0,46,181000.0,188407
NWAmes,6,1966,484.0,3,6,TA,1093,CBlock,1093.0,3.0,13,12,1577.0,56,0,14.0,114.91,1093,2,158500,12.0,56,181000.0,188407
NWAmes,7,1973,528.0,1,6,TA,1242,CBlock,1242.0,1.5,13,12,1770.0,49,0,14.0,114.91,1242,1,175500,12.0,49,181000.0,188407
NWAmes,6,1963,311.0,2,6,TA,1052,CBlock,1052.0,2.0,11,12,1363.0,59,0,14.0,114.91,1052,1,127000,12.0,59,181000.0,188407
NWAmes,7,1984,440.0,3,8,Gd,1621,CBlock,1208.0,3.0,14,14,1648.0,24,0,18.0,114.91,1621,2,202500,12.0,24,181000.0,188407
NWAmes,7,1988,786.0,2,8,Gd,2183,PConc,1204.0,2.5,12,16,1990.0,34,0,18.0,114.91,1377,2,229000,12.0,34,181000.0,188407
NWAmes,7,1977,539.0,3,6,Gd,2263,CBlock,795.0,3.5,14,12,1334.0,28,0,14.0,114.91,1468,2,235000,12.0,28,181000.0,188407
NWAmes,6,1976,566.0,3,6,TA,1574,PConc,796.0,3.5,11,12,1362.0,46,0,18.0,114.91,790,2,190000,12.0,46,181000.0,188407
NWAmes,6,1980,582.0,2,6,TA,1102,CBlock,988.0,2.0,12,12,1570.0,42,0,20.0,114.91,1102,1,169000,12.0,42,181000.0,188407
NWAmes,7,1988,604.0,2,6,TA,1872,CBlock,1845.0,2.5,12,12,2449.0,34,0,20.0,114.91,1872,2,241500,12.0,34,181000.0,188407
NWAmes,7,1978,482.0,2,6,TA,1857,CBlock,945.0,2.5,12,12,1427.0,44,0,14.0,114.91,945,2,188900,12.0,44,181000.0,188407
NWAmes,6,1980,612.0,3,6,TA,1686,CBlock,1686.0,3.0,12,14,2298.0,42,0,16.0,114.91,1686,2,207500,12.0,42,181000.0,188407
NWAmes,7,1978,564.0,4,6,Gd,2784,CBlock,1392.0,4.5,12,12,1956.0,44,440,16.0,114.91,1392,3,250000,12.0,44,181000.0,188407
NWAmes,6,1975,434.0,3,6,TA,1552,CBlock,713.0,3.5,12,12,1147.0,47,0,16.0,114.91,811,2,179900,12.0,47,181000.0,188407
NWAmes,7,1976,596.0,2,8,TA,1083,CBlock,1047.0,2.0,12,14,1643.0,46,40,24.0,114.91,1083,1,172000,12.0,46,181000.0,188407
NWAmes,6,1975,485.0,3,6,Gd,1875,CBlock,675.0,3.0,12,12,1160.0,22,0,12.0,114.91,1109,3,184500,12.0,22,181000.0,188407
NWAmes,5,1975,495.0,2,6,TA,1074,CBlock,1056.0,2.5,11,12,1551.0,47,0,16.0,114.91,1074,1,153500,12.0,47,181000.0,188407
NWAmes,7,1976,528.0,2,6,TA,1664,PConc,832.0,2.5,12,12,1360.0,46,259,16.0,114.91,832,2,162900,12.0,46,181000.0,188407
NWAmes,6,1974,484.0,2,6,Gd,1309,CBlock,1040.0,2.5,12,12,1524.0,23,0,14.0,114.91,1309,1,181000,12.0,23,181000.0,188407
NWAmes,6,1974,462.0,2,6,TA,1103,CBlock,1103.0,2.0,12,12,1565.0,48,0,14.0,114.91,1103,2,155000,12.0,48,181000.0,188407
NWAmes,5,1972,501.0,3,6,TA,1193,CBlock,1153.0,3.0,11,12,1654.0,50,0,16.0,114.91,1193,2,146500,12.0,50,181000.0,188407
NWAmes,7,1968,487.0,3,6,Gd,1920,CBlock,570.0,3.0,13,12,1057.0,30,0,14.0,114.91,1222,3,170000,12.0,30,181000.0,188407
NWAmes,7,1968,508.0,2,6,TA,2156,CBlock,1568.0,2.0,14,12,2076.0,19,0,14.0,114.91,2156,2,262500,14.0,19,181000.0,188407
NWAmes,6,1968,776.0,2,6,TA,1416,CBlock,708.0,2.5,12,12,1484.0,54,119,14.0,114.91,708,2,179900,12.0,54,181000.0,188407
NWAmes,6,1968,619.0,3,6,Gd,2654,CBlock,1054.0,3.5,13,12,1673.0,38,222,16.0,114.91,1512,2,250000,12.0,38,181000.0,188407
NWAmes,6,1972,484.0,2,6,TA,1790,CBlock,732.0,3.0,11,12,1216.0,50,147,14.0,114.91,1012,1,165150,12.0,50,181000.0,188407
NWAmes,7,1967,477.0,3,6,TA,1334,CBlock,1334.0,3.0,13,12,1811.0,55,299,14.0,114.91,1334,2,164500,12.0,55,181000.0,188407
NWAmes,7,1969,528.0,1,6,TA,1164,CBlock,1164.0,1.5,12,12,1692.0,53,0,14.0,114.91,1164,1,140000,12.0,53,181000.0,188407
NWAmes,6,1971,495.0,2,6,TA,1993,CBlock,825.0,2.5,11,12,1320.0,51,0,14.0,114.91,1097,2,190000,12.0,51,181000.0,188407
Somerst,7,2000,663.0,3,8,Gd,1674,PConc,814.0,3.5,12,14,1477.0,22,0,16.0,140.53,814,2,216000,12.0,22,225500.0,229708
Somerst,8,2005,880.0,2,8,Gd,1595,PConc,1595.0,2.0,13,14,2475.0,16,0,14.0,140.53,1595,2,221500,12.0,16,225500.0,229708
Somerst,7,2009,676.0,2,8,Gd,1218,PConc,1218.0,2.0,12,14,1894.0,12,0,16.0,140.53,1218,2,204500,12.0,12,225500.0,229708
Somerst,7,2009,614.0,2,6,Gd,1547,PConc,756.0,2.5,12,12,1370.0,13,0,18.0,140.53,764,2,215200,12.0,13,225500.0,229708
Somerst,8,2008,750.0,3,8,Gd,1566,PConc,1566.0,3.0,13,14,2316.0,14,0,20.0,140.53,1566,2,262500,12.0,14,225500.0,229708
Somerst,7,2004,678.0,2,8,Gd,1947,PConc,991.0,2.5,12,14,1669.0,17,0,16.0,140.53,991,2,254900,12.0,17,225500.0,229708
Somerst,6,2005,528.0,3,8,Gd,1468,PConc,1468.0,3.0,11,14,1996.0,17,216,18.0,140.53,1468,2,271500,12.0,17,225500.0,229708
Somerst,7,2004,506.0,3,8,Gd,1488,PConc,1488.0,3.0,12,14,1994.0,17,0,22.0,140.53,1488,2,260000,12.0,17,225500.0,229708
Somerst,7,2004,588.0,2,8,Gd,1680,PConc,840.0,2.5,12,14,1428.0,18,0,16.0,140.53,840,2,190000,12.0,18,225500.0,229708
Somerst,7,2004,480.0,2,8,Gd,1200,PConc,600.0,2.5,12,14,1080.0,18,0,20.0,140.53,600,2,155000,12.0,18,225500.0,229708
Somerst,7,2004,480.0,2,8,Gd,1200,PConc,600.0,2.5,12,14,1080.0,17,0,16.0,140.53,600,2,151000,12.0,17,225500.0,229708
Somerst,7,2004,480.0,3,8,Gd,1200,PConc,600.0,3.5,12,14,1080.0,17,0,16.0,140.53,600,2,149500,12.0,17,225500.0,229708
Somerst,6,2005,480.0,3,8,Gd,1236,PConc,600.0,3.5,11,14,1080.0,17,0,16.0,140.53,600,2,152000,12.0,17,225500.0,229708
Somerst,7,2009,484.0,3,10,Gd,1478,PConc,1470.0,3.5,12,16,1954.0,13,0,22.0,140.53,1478,2,222000,12.0,13,225500.0,229708
Somerst,6,2000,440.0,2,8,Gd,1573,PConc,756.0,2.5,11,14,1196.0,22,0,16.0,140.53,769,2,177500,12.0,22,225500.0,229708
Somerst,6,2000,440.0,3,8,Gd,1512,PConc,756.0,3.5,11,14,1196.0,22,0,16.0,140.53,756,2,177000,12.0,22,225500.0,229708
Somerst,7,1999,484.0,3,8,Gd,1416,PConc,696.0,3.5,12,14,1180.0,23,0,16.0,140.53,696,2,155000,12.0,23,225500.0,229708
Somerst,7,2003,496.0,2,8,Gd,1080,PConc,530.0,2.5,12,14,1026.0,19,0,16.0,140.53,530,2,147110,12.0,19,225500.0,229708
Somerst,8,2010,852.0,2,8,Gd,1418,PConc,1642.0,2.5,13,14,2494.0,12,0,14.0,140.53,1418,1,267916,12.0,12,225500.0,229708
Somerst,8,2000,592.0,3,8,Gd,1848,PConc,975.0,3.5,13,14,1567.0,22,0,16.0,140.53,975,2,254000,12.0,22,225500.0,229708
Somerst,7,2002,596.0,3,8,Gd,1492,PConc,1492.0,3.0,12,14,2088.0,20,0,16.0,140.53,1492,2,230000,12.0,20,225500.0,229708
Somerst,7,2003,581.0,3,8,Ex,1884,PConc,926.0,3.5,12,14,1507.0,19,0,18.0,140.53,1016,2,240900,12.0,19,225500.0,229708
Somerst,8,2009,552.0,3,8,TA,1935,PConc,832.0,3.5,13,14,1384.0,13,0,16.0,140.53,832,2,263435,12.0,13,225500.0,229708
Somerst,8,2000,588.0,2,8,Gd,1874,PConc,1058.0,2.5,13,14,1646.0,21,0,16.0,140.53,1058,2,220000,12.0,21,225500.0,229708
Somerst,8,2002,565.0,2,8,Gd,1811,PConc,972.0,2.5,13,14,1537.0,20,0,16.0,140.53,972,2,235000,12.0,20,225500.0,229708
Somerst,8,2008,898.0,2,8,Gd,1468,PConc,1468.0,2.0,13,14,2366.0,13,0,16.0,140.53,1468,2,244600,12.0,13,225500.0,229708
Somerst,8,2008,972.0,2,8,Gd,1696,PConc,1696.0,2.0,13,14,2668.0,14,0,18.0,140.53,1696,2,275000,12.0,14,225500.0,229708
Somerst,8,2008,726.0,2,8,Gd,1658,PConc,1614.0,2.5,13,14,2340.0,14,0,16.0,140.53,1658,2,257500,12.0,14,225500.0,229708
Somerst,8,2008,840.0,2,8,Ex,1578,PConc,1573.0,2.0,13,14,2413.0,13,0,16.0,140.53,1578,2,287090,12.0,13,225500.0,229708
Somerst,8,2007,844.0,3,8,Gd,1702,PConc,1702.0,3.0,13,14,2546.0,15,0,20.0,140.53,1702,2,275500,12.0,15,225500.0,229708
Somerst,8,2006,492.0,2,8,Gd,1432,PConc,1422.0,2.0,13,14,1914.0,16,0,22.0,140.53,1432,2,245000,12.0,16,225500.0,229708
Somerst,7,2005,689.0,2,8,Gd,1971,PConc,1113.0,2.5,12,14,1802.0,17,0,18.0,140.53,1113,2,253000,12.0,17,225500.0,229708
Somerst,9,2005,795.0,3,10,Ex,2490,PConc,2458.0,3.0,14,16,3253.0,16,0,24.0,140.53,2490,2,468000,12.0,16,225500.0,229708
Somerst,7,2009,644.0,3,6,Gd,1852,PConc,900.0,3.5,12,12,1544.0,13,0,16.0,140.53,932,2,252678,12.0,13,225500.0,229708
Somerst,8,2008,676.0,2,8,Gd,1590,PConc,768.0,2.5,13,14,1444.0,14,0,16.0,140.53,786,2,210000,12.0,14,225500.0,229708
Somerst,6,2009,676.0,2,8,Gd,1218,PConc,1218.0,2.0,11,14,1894.0,13,0,16.0,140.53,1218,2,208300,12.0,13,225500.0,229708
Somerst,7,2008,529.0,2,8,Gd,1436,PConc,1436.0,2.0,12,14,1965.0,13,0,18.0,140.53,1436,2,225000,12.0,13,225500.0,229708
Somerst,8,2009,552.0,3,8,Gd,1314,PConc,1300.0,3.0,13,14,1852.0,13,0,18.0,140.53,1314,2,229456,12.0,13,225500.0,229708
Somerst,7,2008,625.0,2,8,Gd,1402,PConc,1402.0,2.0,12,14,2027.0,14,0,16.0,140.53,1402,2,229800,12.0,14,225500.0,229708
Somerst,9,2007,984.0,2,8,Gd,1530,PConc,1530.0,2.0,14,14,2514.0,14,0,20.0,140.53,1530,2,250000,12.0,14,225500.0,229708
Somerst,9,2009,478.0,3,10,Ex,1766,PConc,1766.0,3.5,14,16,2244.0,13,0,20.0,140.53,1766,2,370878,12.0,13,225500.0,229708
