MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,TotalFullBath,TotalHalfBath,Total Bath,Overall,Exter,Garage,Surface_sup,Renovation,Surface_sup_ext,Bsmt,SalePrice_m2,Saleprice_m2_quartier,Saleprice_med_quartier,Saleprice_mean_quartier
20,RL,74.0,8532,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,6,6,CBlock,6.0,6.0,2.0,Rec,1213.0,Unf,0.0,84.0,1297.0,GasA,Gd,Y,SBrkr,1297,0,0,1297,0.0,1.0,1,0,3,1,TA,5,Typ,1,Attchd,1954.0,Fin,2.0,498.0,6.0,6.0,Y,0,0,0,0,0,0,0,10,2009,WD ,Normal,153000,1.0,1.0,1.5,11,12,12.0,1795.0,32,0,14.0,117.96453353893601,119.55,140000.0,145097
90,RL,76.0,9482,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,657.0,6,6,PConc,6.0,6.0,2.0,Unf,0.0,Unf,0.0,1866.0,1866.0,GasA,Ex,Y,SBrkr,1866,0,0,1866,0.0,0.0,2,0,4,2,TA,8,Typ,0,Detchd,1958.0,Unf,2.0,495.0,6.0,4.0,Y,0,0,0,0,0,0,0,12,2009,WD ,Normal,135000,2.0,0.0,2.0,9,12,10.0,2361.0,64,0,14.0,72.34726688102894,119.55,140000.0,145097
20,RL,53.0,8128,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,6,6,CBlock,6.0,6.0,2.0,ALQ,490.0,Unf,0.0,572.0,1062.0,GasA,Gd,Y,SBrkr,1062,0,0,1062,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1954.0,Unf,1.0,297.0,6.0,6.0,Y,0,0,0,0,0,0,0,2,2009,WD ,Normal,131000,2.0,0.0,2.0,13,12,12.0,1359.0,68,0,14.0,123.35216572504709,119.55,140000.0,145097
20,RL,79.0,10634,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,6,6,PConc,6.0,6.0,2.0,BLQ,428.0,LwQ,180.0,0.0,608.0,GasA,TA,Y,SBrkr,1319,0,0,1319,1.0,0.0,1,0,3,1,TA,5,Min2,0,Attchd,1953.0,Unf,1.0,270.0,6.0,6.0,Y,66,0,0,0,0,0,0,11,2009,WD ,Normal,123000,2.0,0.0,2.0,11,12,12.0,878.0,69,0,14.0,93.2524639878696,119.55,140000.0,145097
20,RL,67.0,13070,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,None,0.0,6,6,CBlock,6.0,6.0,2.0,Rec,308.0,Unf,0.0,323.0,631.0,GasA,TA,Y,FuseA,1112,0,0,1112,0.0,0.0,1,0,2,1,TA,5,Typ,0,Basment,1951.0,Unf,2.0,480.0,6.0,6.0,Y,0,0,0,0,255,0,0,10,2009,WD ,Normal,126000,1.0,0.0,1.0,10,12,12.0,1111.0,71,255,14.0,113.30935251798562,119.55,140000.0,145097
20,RL,60.0,10434,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,6,6,CBlock,6.0,6.0,2.0,Unf,0.0,Unf,0.0,1005.0,1005.0,GasA,TA,Y,SBrkr,1005,0,0,1005,0.0,0.0,1,0,2,1,Fa,5,Typ,1,Detchd,1977.0,Unf,2.0,672.0,4.0,4.0,Y,0,0,0,0,0,0,0,11,2009,WD ,Normal,115000,1.0,0.0,1.0,9,12,8.0,1677.0,67,0,14.0,114.42786069651741,119.55,140000.0,145097
20,RL,75.0,14559,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,8,6,CBlock,6.0,6.0,2.0,BLQ,650.0,Rec,180.0,178.0,1008.0,GasA,Ex,Y,SBrkr,1363,0,0,1363,1.0,0.0,1,0,2,1,TA,6,Min1,2,CarPort,1951.0,Unf,1.0,288.0,6.0,6.0,Y,324,42,0,0,168,0,2000,6,2009,WD ,Normal,164900,2.0,0.0,2.0,12,14,12.0,1296.0,22,168,14.0,120.98312545854732,119.55,140000.0,145097
30,RL,80.0,8480,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,6,8,CBlock,6.0,6.0,2.0,BLQ,700.0,Unf,0.0,93.0,793.0,GasA,TA,Y,SBrkr,793,0,0,793,1.0,0.0,1,0,2,1,Fa,4,Typ,0,Detchd,1945.0,Unf,1.0,240.0,6.0,6.0,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,113000,2.0,0.0,2.0,11,14,12.0,1033.0,72,0,14.0,142.4968474148802,119.55,140000.0,145097
20,RL,60.0,7626,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,8,6,CBlock,6.0,6.0,2.0,GLQ,931.0,Unf,0.0,100.0,1031.0,GasA,Gd,Y,SBrkr,1031,0,0,1031,1.0,0.0,1,0,2,1,Gd,5,Typ,0,Attchd,1952.0,Unf,1.0,230.0,6.0,6.0,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal,145500,2.0,0.0,2.0,13,14,12.0,1261.0,17,0,14.0,141.12512124151309,119.55,140000.0,145097
20,RL,75.0,9533,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140.0,6,6,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,FuseA,1210,0,0,1210,0.0,0.0,1,1,2,1,TA,7,Typ,0,Attchd,1953.0,Fin,1.0,616.0,6.0,6.0,Y,208,0,100,0,0,0,0,8,2009,ConLD,Normal,102900,1.0,1.0,1.5,10,12,12.0,616.0,69,100,,85.04132231404958,119.55,140000.0,145097
60,RL,78.0,11419,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,6,6,CBlock,6.0,6.0,4.0,ALQ,699.0,Unf,0.0,0.0,699.0,GasA,Ex,Y,FuseA,801,726,0,1527,1.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1948.0,Unf,2.0,410.0,6.0,6.0,Y,0,0,134,0,0,0,0,12,2009,WD ,Normal,152500,2.0,1.0,2.5,14,12,12.0,1109.0,23,134,16.0,99.86902423051735,119.55,140000.0,145097
20,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,6,6,CBlock,6.0,6.0,2.0,BLQ,390.0,Unf,0.0,810.0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,1200,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1950.0,Fin,1.0,246.0,6.0,6.0,Y,126,0,0,0,0,0,0,8,2009,WD ,Normal,129900,1.0,0.0,1.0,11,12,12.0,1446.0,72,0,14.0,108.25,119.55,140000.0,145097
20,RL,50.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,6,8,CBlock,6.0,6.0,2.0,ALQ,680.0,Unf,0.0,292.0,972.0,GasA,Ex,Y,SBrkr,972,0,0,972,1.0,0.0,1,0,2,1,TA,5,Typ,1,Detchd,1948.0,Unf,1.0,240.0,6.0,6.0,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,132000,2.0,0.0,2.0,12,14,12.0,1212.0,20,0,14.0,135.80246913580248,119.55,140000.0,145097
90,RL,81.0,9671,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,6,6,CBlock,6.0,6.0,2.0,Unf,0.0,Unf,0.0,1248.0,1248.0,GasA,TA,Y,SBrkr,1248,1296,0,2544,0.0,0.0,2,2,6,2,TA,12,Typ,0,Attchd,1969.0,RFn,3.0,907.0,6.0,6.0,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,190000,2.0,2.0,3.0,11,12,12.0,2155.0,53,0,14.0,74.68553459119497,119.55,140000.0,145097
20,RL,83.0,10143,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,6,6,CBlock,6.0,6.0,2.0,Rec,384.0,Unf,0.0,996.0,1380.0,GasA,Fa,Y,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,1963.0,Unf,1.0,364.0,6.0,6.0,Y,0,0,0,0,216,0,0,6,2009,WD ,Normal,154000,1.0,1.0,1.5,13,12,12.0,1744.0,59,216,14.0,111.59420289855072,119.55,140000.0,145097
20,RL,77.0,11500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,6,CBlock,6.0,4.0,2.0,BLQ,872.0,Rec,60.0,108.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,TA,6,Min1,1,Attchd,1967.0,RFn,2.0,480.0,6.0,6.0,Y,0,0,156,0,0,0,0,5,2009,WD ,Normal,163000,2.0,0.0,2.0,10,10,12.0,1520.0,55,156,12.0,156.73076923076923,119.55,140000.0,145097
90,RL,91.0,11643,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,6,6,CBlock,6.0,6.0,2.0,LwQ,500.0,Unf,0.0,748.0,1248.0,GasA,TA,Y,SBrkr,1338,1296,0,2634,1.0,1.0,2,2,6,2,TA,12,Typ,0,Detchd,1969.0,Unf,4.0,968.0,6.0,6.0,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,200000,3.0,3.0,4.5,10,12,12.0,2216.0,53,0,14.0,75.9301442672741,119.55,140000.0,145097
20,RL,62.0,8010,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,8,8,CBlock,6.0,6.0,4.0,GLQ,745.0,Unf,0.0,206.0,951.0,GasA,Gd,Y,SBrkr,951,0,0,951,1.0,0.0,1,0,2,1,Gd,6,Typ,0,Detchd,1985.0,Unf,2.0,480.0,6.0,6.0,Y,0,0,42,0,0,0,450,9,2009,WD ,Normal,143500,2.0,0.0,2.0,15,16,12.0,1431.0,15,42,16.0,150.8937960042061,119.55,140000.0,145097
20,RL,90.0,10454,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,6,6,CBlock,6.0,6.0,2.0,Rec,546.0,Unf,0.0,559.0,1105.0,GasA,Gd,Y,FuseA,1105,0,0,1105,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1957.0,Unf,1.0,308.0,6.0,6.0,Y,0,0,0,0,0,0,0,4,2009,WD ,Normal,135000,1.0,0.0,1.0,12,12,12.0,1413.0,65,0,14.0,122.17194570135747,119.55,140000.0,145097
20,RL,64.0,8712,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,6,8,CBlock,6.0,6.0,4.0,BLQ,860.0,Unf,0.0,132.0,992.0,GasA,TA,Y,SBrkr,1306,0,0,1306,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1968.0,Unf,1.0,756.0,6.0,6.0,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,153000,2.0,0.0,2.0,12,14,12.0,1748.0,22,0,16.0,117.15160796324655,119.55,140000.0,145097
20,RL,,17600,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,6,6,CBlock,6.0,6.0,2.0,BLQ,1270.0,Unf,0.0,208.0,1478.0,GasA,Ex,Y,FuseA,1478,0,0,1478,1.0,0.0,2,0,3,1,TA,6,Typ,2,Attchd,1960.0,Unf,2.0,498.0,6.0,6.0,Y,0,40,0,0,0,0,0,12,2009,WD ,Normal,157500,3.0,0.0,3.0,11,12,12.0,1976.0,62,0,14.0,106.56292286874154,119.55,140000.0,145097
20,RL,80.0,9000,Pave,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,6,6,CBlock,8.0,6.0,8.0,Unf,0.0,Unf,0.0,160.0,160.0,GasA,Fa,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,TA,5,Typ,1,Basment,1958.0,RFn,1.0,384.0,6.0,6.0,Y,0,28,64,0,0,0,0,4,2009,WD ,Normal,113500,1.0,0.0,1.0,12,12,12.0,544.0,64,64,22.0,99.38704028021016,119.55,140000.0,145097
40,RL,60.0,12144,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,8,6,CBlock,6.0,6.0,2.0,Rec,375.0,Unf,0.0,457.0,832.0,GasA,Gd,Y,SBrkr,1036,0,232,1268,0.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1949.0,Unf,1.0,288.0,6.0,6.0,Y,0,28,0,0,0,0,0,9,2009,WD ,Normal,133000,1.0,0.0,1.0,12,14,12.0,1120.0,72,0,14.0,104.88958990536278,119.55,140000.0,145097
90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,6,6,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Fa,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,Detchd,1987.0,Unf,2.0,400.0,6.0,6.0,Y,0,0,0,0,0,0,0,6,2009,WD ,Normal,92900,2.0,0.0,2.0,7,12,12.0,400.0,72,0,,89.32692307692308,119.55,140000.0,145097
50,RL,60.0,8064,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,6,6,CBlock,6.0,6.0,6.0,Rec,621.0,Unf,0.0,174.0,795.0,GasA,Gd,N,SBrkr,765,368,0,1133,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1989.0,Unf,2.0,900.0,6.0,6.0,Y,0,0,0,0,231,0,0,12,2009,COD,Abnorml,128500,1.0,0.0,1.0,11,12,12.0,1695.0,72,231,18.0,113.41571050308914,119.55,140000.0,145097
90,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,6,6,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Fa,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,Detchd,1956.0,Unf,2.0,420.0,6.0,6.0,Y,0,0,0,0,0,0,0,6,2009,WD ,Normal,90000,2.0,0.0,2.0,9,12,12.0,420.0,72,0,,86.53846153846153,119.55,140000.0,145097
50,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,6,6,CBlock,6.0,6.0,2.0,Rec,180.0,BLQ,352.0,676.0,1208.0,GasA,Gd,Y,FuseA,1136,768,0,1904,1.0,0.0,1,1,3,1,TA,7,Min1,0,Attchd,1950.0,Unf,1.0,240.0,6.0,6.0,Y,0,0,168,0,0,0,0,5,2009,WD ,Normal,138000,2.0,1.0,2.5,9,12,12.0,1448.0,40,168,14.0,72.47899159663865,119.55,140000.0,145097
20,RL,71.0,7350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,6,6,CBlock,6.0,6.0,2.0,Unf,0.0,Unf,0.0,1041.0,1041.0,GasA,Gd,Y,SBrkr,1041,0,0,1041,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1958.0,RFn,1.0,294.0,6.0,6.0,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal,128000,1.0,0.0,1.0,11,12,12.0,1335.0,64,0,14.0,122.95869356388089,119.55,140000.0,145097
20,RL,70.0,7560,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,6,6,CBlock,6.0,6.0,2.0,LwQ,504.0,Unf,0.0,525.0,1029.0,GasA,TA,Y,SBrkr,1339,0,0,1339,0.0,0.0,1,0,3,1,TA,6,Min1,0,Attchd,1958.0,Unf,1.0,294.0,6.0,6.0,Y,0,0,0,0,0,0,0,5,2009,COD,Abnorml,139000,1.0,0.0,1.0,11,12,12.0,1323.0,57,0,14.0,103.80881254667662,119.55,140000.0,145097
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,6,8,CBlock,6.0,8.0,2.0,ALQ,630.0,BLQ,102.0,0.0,732.0,GasA,TA,Y,SBrkr,732,0,0,732,1.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1952.0,Unf,1.0,240.0,6.0,6.0,Y,0,68,0,0,0,0,0,9,2009,WD ,Normal,118900,2.0,0.0,2.0,12,14,12.0,972.0,70,0,16.0,162.43169398907105,119.55,140000.0,145097
80,RL,80.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,6,6,CBlock,8.0,6.0,6.0,GLQ,433.0,Rec,95.0,0.0,528.0,GasA,TA,Y,SBrkr,1183,0,0,1183,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1959.0,RFn,1.0,288.0,6.0,6.0,Y,0,0,0,0,0,0,0,7,2009,WD ,Normal,138000,2.0,0.0,2.0,10,12,12.0,816.0,63,0,20.0,116.65257819103972,119.55,140000.0,145097
20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,6,6,CBlock,6.0,6.0,2.0,BLQ,1148.0,Unf,0.0,0.0,1148.0,GasA,TA,Y,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1959.0,Unf,1.0,672.0,6.0,6.0,Y,0,0,0,0,0,0,0,7,2009,WD ,Normal,132500,2.0,0.0,2.0,10,12,12.0,1820.0,63,0,14.0,115.41811846689896,119.55,140000.0,145097
50,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,6,6,CBlock,6.0,6.0,2.0,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseF,832,629,0,1461,0.0,0.0,2,0,4,1,TA,6,Typ,0,Detchd,1949.0,Unf,1.0,384.0,6.0,6.0,Y,0,204,0,0,0,0,0,8,2009,WD ,Normal,133500,2.0,0.0,2.0,11,12,12.0,1216.0,26,0,14.0,91.37577002053388,119.55,140000.0,145097
50,RL,60.0,8064,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,6,6,CBlock,6.0,6.0,2.0,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,TA,Y,SBrkr,1064,0,431,1495,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1994.0,Unf,2.0,576.0,6.0,6.0,Y,180,36,0,0,0,0,0,8,2009,COD,Abnorml,135000,1.0,0.0,1.0,13,12,12.0,1440.0,28,0,14.0,90.3010033444816,119.55,140000.0,145097
60,RL,76.0,7570,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,6,6,CBlock,6.0,6.0,2.0,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,993,813,0,1806,0.0,0.0,1,1,4,1,TA,8,Typ,0,Attchd,1964.0,Unf,2.0,483.0,6.0,6.0,Y,0,55,0,0,0,0,0,3,2009,WD ,Normal,144750,1.0,1.0,1.5,11,12,12.0,1263.0,58,0,14.0,80.14950166112956,119.55,140000.0,145097
90,RL,75.0,8604,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,6,8,CBlock,8.0,6.0,6.0,GLQ,941.0,Unf,0.0,0.0,941.0,GasA,Gd,Y,SBrkr,941,0,0,941,1.0,0.0,1,0,2,1,Gd,4,Typ,0,Attchd,1978.0,Unf,2.0,564.0,6.0,6.0,Y,0,40,0,0,0,0,0,11,2009,WD ,Normal,145000,2.0,0.0,2.0,12,14,12.0,1505.0,44,0,20.0,154.09139213602552,119.55,140000.0,145097
20,RL,80.0,7936,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,6,6,CBlock,6.0,6.0,2.0,BLQ,826.0,Unf,0.0,219.0,1045.0,GasA,TA,Y,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1963.0,RFn,1.0,264.0,6.0,6.0,Y,0,0,0,0,0,0,0,4,2009,WD ,Normal,127000,2.0,0.0,2.0,12,12,12.0,1309.0,59,0,14.0,121.5311004784689,119.55,140000.0,145097
20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,6,6,CBlock,6.0,6.0,2.0,Unf,0.0,Unf,0.0,894.0,894.0,GasA,Gd,N,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1962.0,Unf,1.0,308.0,6.0,6.0,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,109500,1.0,0.0,1.0,10,12,12.0,1202.0,60,0,14.0,122.48322147651007,119.55,140000.0,145097
20,RL,87.0,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,10,6,CBlock,8.0,6.0,2.0,ALQ,528.0,BLQ,411.0,245.0,1184.0,GasA,Ex,Y,SBrkr,1414,0,0,1414,1.0,0.0,1,0,3,1,TA,6,Min1,1,Attchd,1990.0,Unf,2.0,601.0,6.0,6.0,Y,0,51,0,0,190,0,0,5,2008,WD ,Normal,176500,2.0,0.0,2.0,14,16,12.0,1785.0,20,190,16.0,124.82319660537482,119.55,140000.0,145097
20,RL,,12925,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,Plywood,None,0.0,6,6,CBlock,6.0,6.0,4.0,BLQ,865.0,Unf,0.0,340.0,1205.0,GasA,Ex,Y,SBrkr,2117,0,0,2117,0.0,0.0,2,1,4,1,TA,7,Typ,2,Attchd,1970.0,Fin,2.0,550.0,6.0,6.0,Y,0,42,0,0,0,0,0,5,2008,WD ,Normal,237500,2.0,1.0,2.5,13,12,12.0,1755.0,52,0,16.0,112.18705715635333,119.55,140000.0,145097
60,RL,85.0,11075,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,6,6,CBlock,4.0,6.0,4.0,ALQ,500.0,LwQ,276.0,176.0,952.0,GasA,TA,Y,SBrkr,1092,1020,0,2112,0.0,0.0,2,1,4,1,TA,9,Typ,2,Attchd,1969.0,Unf,2.0,576.0,6.0,6.0,Y,280,0,0,0,0,0,0,6,2008,WD ,Normal,206900,2.0,1.0,2.5,11,12,12.0,1528.0,53,0,14.0,97.96401515151516,119.55,140000.0,145097
90,RL,60.0,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,6,6,CBlock,8.0,6.0,4.0,Unf,0.0,Unf,0.0,896.0,896.0,GasA,TA,Y,SBrkr,896,896,0,1792,0.0,0.0,2,2,4,2,TA,8,Typ,0,Detchd,1982.0,Unf,2.0,480.0,6.0,6.0,Y,0,45,0,0,0,0,0,6,2008,WD ,Normal,133000,2.0,2.0,3.0,10,12,12.0,1376.0,48,0,18.0,74.21875,119.55,140000.0,145097
